IdLogement,ValeurFonciere,TypeLocal,SurfaceBatie,SurfaceTerrain,NbPieces
l_5979,85000.0,Appartement,30,,2
l_5980,137900.0,Appartement,23,,1
l_5981,166450.0,Maison,104,,5
l_5982,129119.0,Appartement,47,,2
l_5983,165000.0,Appartement,80,,3
l_5984,129700.0,Appartement,52,,2
l_5985,237500.0,Appartement,74,,4
l_5986,80000.0,Appartement,40,,2
l_5988,246500.0,Appartement,81,,4
l_5989,60000.0,Appartement,20,,1
l_5990,172900.0,Appartement,42,,2
l_5991,128000.0,Appartement,44,,2
l_5992,433000.0,Maison,114,,3
l_5993,64000.0,Appartement,19,,1
l_5995,245250.0,Appartement,81,,4
l_5996,55000.0,Appartement,42,,2
l_5997,60000.0,Appartement,42,,2
l_5998,268060.0,Appartement,103,,4
l_5999,128500.0,Appartement,45,,2
l_6000,157410.0,Appartement,64,,3
l_6002,270000.0,Maison,89,,4
l_6003,311450.0,Maison,105,,5
l_6004,245000.0,Appartement,89,,5
l_6005,211000.0,Maison,68,,3
l_6006,195355.0,Maison,69,,3
l_6007,111900.0,Appartement,37,,2
l_6008,274000.0,Maison,103,,4
l_6009,188000.0,Appartement,55,,3
l_6010,119800.0,Appartement,52,,2
l_6011,189000.0,Maison,83,,4
l_6012,122000.0,Appartement,46,,2
l_6013,155150.0,Appartement,63,,3
l_6014,58500.0,Appartement,43,,2
l_6015,114400.0,Appartement,47,,2
l_6016,110365.0,Appartement,38,,2
l_6017,228300.0,Appartement,66,,3
l_6018,240000.0,Appartement,85,,4
l_6019,131500.0,Appartement,43,,2
l_6020,72000.0,Appartement,38,,2
l_6021,67000.0,Appartement,57,,2
l_6023,28600.0,Appartement,24,,1
l_6024,72000.0,Appartement,39,,2
l_6025,106900.0,Appartement,55,,3
l_6026,111700.0,Appartement,65,,3
l_6027,101550.0,Appartement,41,,2
l_6028,91000.0,Appartement,43,,2
l_6030,40000.0,Appartement,27,,1
l_6031,59500.0,Appartement,34,,2
l_6033,254500.0,Appartement,81,,5
l_6034,243000.0,Maison,70,,3
l_6035,53000.0,Appartement,22,,2
l_6037,206400.0,Maison,48,124.0,3
l_6038,259600.0,Appartement,76,,4
l_6039,213500.0,Appartement,76,,4
l_6040,303600.0,Appartement,58,,2
l_6041,156000.0,Appartement,51,,2
l_6042,499993.0,Appartement,100,116.0,4
l_6043,133200.0,Appartement,39,,1
l_6044,133600.0,Appartement,68,,3
l_6045,296651.0,Maison,86,,4
l_6046,320575.0,Maison,98,,4
l_6047,150500.0,Appartement,39,,1
l_6048,577000.0,Appartement,117,,5
l_6049,117000.0,Appartement,26,,1
l_6050,101000.0,Appartement,26,,1
l_6052,78000.0,Appartement,21,,1
l_6053,191000.0,Appartement,73,,4
l_6054,156700.0,Appartement,61,,3
l_6055,132850.0,Appartement,27,,1
l_6056,149400.0,Appartement,44,,2
l_6057,451000.0,Appartement,70,,3
l_6058,196000.0,Appartement,25,,1
l_6059,130000.0,Appartement,15,,1
l_6060,201800.0,Appartement,42,,1
l_6061,139000.0,Appartement,39,,2
l_6062,138000.0,Appartement,39,,2
l_6063,407650.0,Appartement,93,,4
l_6064,676685.0,Maison,129,516.0,4
l_6066,285280.0,Appartement,72,,3
l_6067,98550.0,Appartement,17,,1
l_6068,200500.0,Appartement,43,,2
l_6069,292050.0,Appartement,62,,3
l_6070,233500.0,Appartement,71,,3
l_6071,172867.0,Appartement,25,,2
l_6072,242150.0,Appartement,77,,4
l_6073,331900.0,Appartement,56,,3
l_6074,143000.0,Appartement,64,,3
l_6075,307650.0,Appartement,47,,3
l_6076,105540.0,Appartement,25,,1
l_6077,320000.0,Maison,68,243.0,4
l_6078,393800.0,Appartement,70,,3
l_6079,65000.0,Appartement,24,,2
l_6080,82664.0,Appartement,24,,2
l_6081,97613.0,Appartement,24,,2
l_6082,81000.0,Appartement,24,,2
l_6083,52700.0,Appartement,24,,2
l_6084,84000.0,Appartement,24,,2
l_6085,71000.0,Appartement,24,,2
l_6086,117000.0,Appartement,29,,1
l_6087,135055.0,Appartement,29,,1
l_6088,278650.0,Appartement,48,,2
l_6089,159200.0,Appartement,45,,2
l_6090,149500.0,Appartement,37,,2
l_6091,145800.0,Appartement,32,,2
l_6092,205600.0,Appartement,57,,3
l_6093,129000.0,Appartement,40,,2
l_6094,262100.0,Maison,70,,3
l_6095,206600.0,Appartement,69,,4
l_6096,334830.0,Appartement,68,,3
l_6097,480000.0,Maison,85,1150.0,3
l_6098,193000.0,Maison,64,,3
l_6099,184000.0,Appartement,36,,2
l_6100,419000.0,Appartement,99,,3
l_6101,129000.0,Appartement,46,,2
l_6102,233400.0,Maison,64,,3
l_6103,379889.0,Appartement,83,,3
l_6104,179000.0,Appartement,69,,3
l_6105,286000.0,Maison,58,,2
l_6106,275000.0,Maison,73,,4
l_6107,137620.0,Maison,38,,2
l_6108,239100.0,Appartement,64,,3
l_6109,207760.0,Appartement,30,,2
l_6110,228000.0,Maison,65,,3
l_6111,264000.0,Appartement,51,,2
l_6112,170000.0,Appartement,62,,3
l_6113,210000.0,Maison,106,,3
l_6114,166600.0,Appartement,55,,2
l_6115,223100.0,Appartement,63,,3
l_6116,321200.0,Appartement,63,,3
l_6117,303200.0,Appartement,85,,4
l_6118,159965.0,Appartement,33,,1
l_6119,467850.0,Appartement,131,,4
l_6120,141600.0,Appartement,58,,3
l_6121,905000.0,Appartement,167,,6
l_6122,144000.0,Appartement,43,,2
l_6123,280730.0,Maison,68,,3
l_6124,303270.0,Maison,72,,4
l_6125,195500.0,Appartement,58,,3
l_6126,533550.0,Maison,82,,4
l_6128,386240.0,Appartement,86,,3
l_6129,290000.0,Maison,81,,4
l_6130,141020.0,Maison,30,,1
l_6131,316150.0,Appartement,59,,2
l_6132,363280.0,Appartement,28,,2
l_6133,295075.0,Appartement,44,,1
l_6134,162250.0,Appartement,44,,2
l_6135,178220.0,Appartement,38,,2
l_6136,174900.0,Appartement,35,,2
l_6137,230500.0,Appartement,74,,3
l_6138,132264.0,Appartement,47,,2
l_6139,150000.0,Appartement,61,,3
l_6141,124000.0,Appartement,61,,3
l_6142,92000.0,Appartement,40,,2
l_6143,157150.0,Appartement,25,,1
l_6144,154800.0,Appartement,95,,4
l_6145,220000.0,Appartement,58,,3
l_6146,215600.0,Maison,32,,3
l_6147,787000.0,Appartement,139,,5
l_6148,145700.0,Appartement,62,,3
l_6149,188400.0,Appartement,69,,3
l_6150,72000.0,Appartement,39,,1
l_6151,118360.0,Appartement,41,,3
l_6152,103000.0,Appartement,38,,2
l_6153,166500.0,Appartement,45,,2
l_6154,358200.0,Appartement,81,,4
l_6155,241860.0,Appartement,133,,4
l_6156,153000.0,Appartement,73,,4
l_6157,155000.0,Maison,34,,2
l_6158,217900.0,Appartement,36,,2
l_6159,127125.0,Appartement,31,,2
l_6160,91500.0,Appartement,22,,1
l_6161,90480.0,Appartement,26,,1
l_6162,229500.0,Appartement,64,,3
l_6163,115180.0,Appartement,38,,2
l_6164,188591.3,Appartement,64,,3
l_6165,247500.0,Appartement,72,,5
l_6166,178000.0,Appartement,54,,3
l_6167,262890.0,Appartement,48,,2
l_6168,165000.0,Appartement,41,,2
l_6169,135000.0,Appartement,41,,2
l_6170,126000.0,Appartement,33,,2
l_6173,170000.0,Appartement,44,,2
l_6174,162330.0,Appartement,60,,3
l_6175,228394.0,Appartement,60,,3
l_6176,232000.0,Appartement,91,,5
l_6177,102564.0,Appartement,32,,2
l_6178,77000.0,Appartement,31,,2
l_6179,83600.0,Appartement,31,,2
l_6180,387500.0,Appartement,79,,4
l_6181,54560.0,Appartement,20,,1
l_6182,191500.0,Appartement,50,,3
l_6183,142000.0,Appartement,32,,2
l_6184,128500.0,Appartement,32,,2
l_6185,228673.0,Appartement,30,,2
l_6186,371300.0,Maison,105,,5
l_6187,241000.0,Appartement,81,,4
l_6188,110600.0,Appartement,60,,3
l_6189,178500.0,Appartement,47,,2
l_6190,162300.0,Appartement,28,,1
l_6192,272300.0,Appartement,62,,3
l_6193,255000.0,Appartement,50,,2
l_6194,168000.0,Appartement,57,,3
l_6195,293000.0,Maison,82,,3
l_6197,221500.0,Appartement,75,,4
l_6198,180000.0,Appartement,66,,4
l_6199,463700.0,Maison,85,,4
l_6200,174000.0,Appartement,42,,2
l_6201,152030.0,Appartement,45,,2
l_6202,182000.0,Appartement,61,,3
l_6203,257053.0,Appartement,44,,2
l_6204,307500.0,Appartement,63,,3
l_6206,289808.0,Appartement,48,,1
l_6207,615000.0,Appartement,137,,4
l_6208,1176150.0,Appartement,229,,6
l_6209,228200.0,Appartement,78,,3
l_6210,125500.0,Appartement,25,,2
l_6211,493441.25,Appartement,67,,1
l_6212,350950.0,Appartement,128,,2
l_6213,378000.0,Maison,105,,5
l_6214,225800.0,Appartement,71,,3
l_6215,162500.0,Appartement,50,,2
l_6216,344400.0,Maison,77,,3
l_6217,261000.0,Appartement,73,,2
l_6218,242600.0,Appartement,73,,4
l_6219,174200.0,Appartement,27,,1
l_6220,70800.0,Appartement,14,,1
l_6221,224900.0,Appartement,48,,2
l_6222,270000.0,Maison,58,,3
l_6223,195000.0,Appartement,36,,2
l_6224,247000.0,Appartement,73,,3
l_6225,160050.0,Appartement,50,,3
l_6226,162000.0,Appartement,47,,2
l_6227,307000.0,Maison,40,,2
l_6228,125000.0,Appartement,43,,2
l_6229,255000.0,Maison,125,,3
l_6230,87303.0,Appartement,53,,2
l_6231,334400.0,Appartement,100,,5
l_6232,235336.0,Appartement,80,,5
l_6233,189000.0,Appartement,68,,3
l_6234,172000.0,Appartement,39,,2
l_6235,225000.0,Appartement,61,,3
l_6236,458000.0,Appartement,100,,3
l_6237,143450.0,Appartement,28,,2
l_6238,396000.0,Appartement,40,,2
l_6239,314400.0,Maison,93,,5
l_6240,166150.0,Appartement,51,,2
l_6241,128000.0,Appartement,63,,3
l_6242,440640.0,Appartement,75,,2
l_6243,314000.0,Appartement,90,,4
l_6244,130000.0,Maison,25,,2
l_6245,175750.0,Maison,55,90.0,4
l_6246,350000.0,Maison,92,,5
l_6247,147048.0,Appartement,42,,2
l_6248,157500.0,Appartement,50,,2
l_6249,135000.0,Appartement,65,,3
l_6250,249900.0,Appartement,59,,2
l_6251,926500.0,Appartement,153,,4
l_6252,179500.0,Appartement,42,,1
l_6253,226400.0,Appartement,27,,2
l_6254,109700.0,Appartement,68,,3
l_6255,260000.0,Appartement,70,,3
l_6256,721000.0,Appartement,162,,6
l_6257,354000.0,Appartement,84,,3
l_6258,227811.0,Appartement,53,,2
l_6259,398500.0,Appartement,64,,3
l_6260,368540.0,Appartement,59,,4
l_6261,285200.0,Appartement,69,,3
l_6262,115000.0,Appartement,62,,3
l_6263,145000.0,Maison,44,,3
l_6264,345657.0,Maison,70,,3
l_6265,285308.0,Appartement,200,,6
l_6266,221800.0,Maison,62,,3
l_6267,239450.0,Appartement,59,,3
l_6269,161809.0,Appartement,30,,2
l_6270,187000.0,Appartement,46,,2
l_6271,150900.0,Appartement,26,,1
l_6272,86025.0,Appartement,27,,1
l_6273,156000.0,Appartement,42,,2
l_6274,388500.0,Appartement,110,,4
l_6275,233000.0,Appartement,60,,3
l_6276,326050.0,Appartement,59,,3
l_6277,208750.0,Appartement,49,,2
l_6278,110514.0,Appartement,45,,2
l_6279,198075.0,Appartement,90,,5
l_6280,151074.0,Appartement,63,,3
l_6281,174900.0,Appartement,48,,2
l_6282,149000.0,Appartement,48,,2
l_6283,145650.0,Appartement,27,,1
l_6284,288500.0,Appartement,113,,4
l_6286,171000.0,Appartement,68,,4
l_6287,67500.0,Appartement,22,,1
l_6288,183000.0,Appartement,68,,4
l_6289,79000.0,Appartement,12,,1
l_6290,351000.0,Appartement,22,,2
l_6291,135000.0,Appartement,22,,1
l_6292,147800.0,Appartement,63,,3
l_6293,356922.0,Appartement,92,,4
l_6294,200780.0,Appartement,103,,5
l_6295,186300.0,Appartement,92,,4
l_6296,192780.0,Appartement,103,,5
l_6298,106000.0,Appartement,19,,1
l_6299,278300.0,Appartement,60,,4
l_6300,70500.0,Appartement,20,,1
l_6301,217500.0,Appartement,60,,3
l_6302,165300.0,Appartement,47,,2
l_6303,318850.0,Appartement,46,,2
l_6305,199500.0,Appartement,62,,3
l_6306,170000.0,Appartement,50,,2
l_6307,374000.0,Appartement,65,,3
l_6308,87000.0,Appartement,24,,1
l_6309,96500.0,Appartement,28,,1
l_6310,169000.0,Appartement,61,,4
l_6311,123000.0,Appartement,52,,3
l_6312,93275.0,Appartement,40,,2
l_6313,119350.0,Appartement,62,,4
l_6314,158800.0,Appartement,75,,5
l_6315,40000.0,Appartement,42,,2
l_6316,115000.0,Appartement,62,,4
l_6317,159500.0,Appartement,45,,2
l_6318,550000.0,Appartement,96,,4
l_6319,270500.0,Appartement,67,,3
l_6320,390600.0,Appartement,76,,4
l_6321,175210.0,Appartement,50,,2
l_6322,130000.0,Appartement,33,,2
l_6324,96300.0,Appartement,18,,1
l_6325,113000.0,Appartement,33,,1
l_6326,65000.0,Appartement,59,,3
l_6327,123448.0,Appartement,21,,1
l_6328,109720.0,Appartement,21,,1
l_6329,118291.0,Appartement,22,,1
l_6330,102276.0,Appartement,20,,1
l_6331,106236.0,Appartement,21,,1
l_6332,105284.0,Appartement,21,,1
l_6333,120692.0,Appartement,24,,1
l_6334,118808.0,Appartement,21,,1
l_6335,120420.0,Appartement,24,,1
l_6336,116416.0,Appartement,21,,1
l_6337,227127.0,Appartement,21,,1
l_6338,127760.0,Appartement,24,,1
l_6339,210000.0,Appartement,21,,1
l_6340,213000.0,Appartement,70,,4
l_6341,186600.0,Appartement,71,,4
l_6342,176000.0,Appartement,33,,1
l_6343,207600.0,Appartement,36,,2
l_6344,90000.0,Appartement,25,,1
l_6345,116000.0,Appartement,39,,2
l_6346,80000.0,Appartement,36,,2
l_6347,149500.0,Appartement,50,,2
l_6348,114500.0,Appartement,38,,2
l_6349,238350.0,Appartement,66,,3
l_6350,219000.0,Appartement,71,,3
l_6351,237500.0,Appartement,62,,3
l_6352,189000.0,Appartement,76,,4
l_6353,175500.0,Appartement,65,,3
l_6354,147850.0,Appartement,50,,2
l_6355,205710.0,Appartement,46,,2
l_6356,219200.0,Appartement,65,,3
l_6357,169600.0,Appartement,47,,2
l_6358,185700.0,Appartement,48,,2
l_6359,167000.0,Appartement,47,,2
l_6360,158500.0,Appartement,49,,2
l_6361,279800.0,Maison,82,,4
l_6362,106300.0,Appartement,34,,2
l_6363,188550.0,Appartement,71,,3
l_6364,216565.0,Appartement,69,,3
l_6365,231750.0,Appartement,85,,5
l_6366,328000.0,Appartement,85,,4
l_6367,147620.0,Appartement,40,,2
l_6368,134750.0,Appartement,27,,1
l_6369,123500.0,Appartement,26,,1
l_6370,222500.0,Appartement,26,,1
l_6371,131500.0,Appartement,31,,1
l_6372,96030.0,Appartement,41,,2
l_6373,165330.0,Appartement,69,,3
l_6374,162360.0,Appartement,69,,3
l_6375,214830.0,Appartement,92,,4
l_6376,159800.0,Appartement,40,,2
l_6377,116800.0,Appartement,20,,1
l_6378,204620.0,Appartement,47,,2
l_6379,177500.0,Appartement,56,,3
l_6380,213000.0,Appartement,65,,3
l_6381,245000.0,Maison,96,,5
l_6382,138000.0,Appartement,33,,1
l_6383,189090.0,Appartement,67,,3
l_6384,168000.0,Appartement,46,,2
l_6386,230850.0,Appartement,50,,2
l_6387,102500.0,Appartement,24,,1
l_6388,343700.0,Appartement,78,,3
l_6389,184120.0,Appartement,43,,3
l_6390,371000.0,Maison,89,,4
l_6391,138750.0,Appartement,18,,1
l_6393,220000.0,Appartement,78,,4
l_6394,318500.0,Appartement,106,,5
l_6395,561500.0,Maison,127,,4
l_6396,322500.0,Appartement,71,,4
l_6397,115500.0,Appartement,30,,1
l_6399,169000.0,Appartement,42,,2
l_6401,116000.0,Appartement,19,,1
l_6402,70000.0,Appartement,22,,1
l_6403,187500.0,Appartement,26,,2
l_6404,178977.0,Appartement,53,,3
l_6405,160500.0,Appartement,36,,2
l_6406,169000.0,Appartement,58,,3
l_6407,211950.0,Appartement,80,,5
l_6408,177200.0,Appartement,90,,5
l_6409,192018.0,Appartement,33,,1
l_6410,150865.0,Appartement,21,,1
l_6411,150000.0,Appartement,44,,2
l_6412,153000.0,Appartement,70,,4
l_6413,128000.0,Appartement,46,,2
l_6414,143000.0,Appartement,46,,2
l_6415,167000.0,Appartement,25,,1
l_6416,179400.0,Appartement,45,,2
l_6419,313000.0,Appartement,90,,4
l_6420,206500.0,Appartement,53,,3
l_6421,213800.0,Appartement,60,,2
l_6422,466400.0,Maison,83,,3
l_6423,282746.0,Appartement,58,,3
l_6424,287000.0,Appartement,85,,3
l_6425,98400.0,Appartement,18,,1
l_6426,191500.0,Appartement,45,,2
l_6427,167200.0,Appartement,44,,2
l_6428,102382.0,Appartement,57,,3
l_6429,175965.0,Appartement,55,,3
l_6430,237000.0,Appartement,53,,2
l_6432,82500.0,Appartement,18,,1
l_6433,106000.0,Appartement,21,,1
l_6434,243000.0,Appartement,69,,3
l_6435,295546.0,Maison,80,,4
l_6436,235500.0,Appartement,57,,2
l_6438,176900.0,Appartement,55,,2
l_6439,198648.0,Appartement,68,,4
l_6440,274900.0,Appartement,39,,2
l_6441,149800.0,Appartement,47,,2
l_6442,117500.0,Appartement,23,,1
l_6443,413000.0,Appartement,24,,1
l_6444,96000.0,Appartement,24,,1
l_6445,160000.0,Appartement,47,,2
l_6446,233000.0,Appartement,71,,3
l_6447,123750.0,Appartement,47,,2
l_6448,243500.0,Appartement,43,,2
l_6449,195000.0,Appartement,72,,4
l_6450,535150.0,Appartement,136,,4
l_6451,215380.0,Appartement,46,,2
l_6452,192685.0,Appartement,85,,4
l_6453,148900.0,Appartement,34,,2
l_6455,196000.0,Appartement,68,,3
l_6456,285000.0,Maison,68,,4
l_6457,184800.0,Appartement,41,,1
l_6458,155900.0,Appartement,59,,3
l_6459,347500.0,Appartement,84,,3
l_6460,180800.0,Appartement,38,,2
l_6461,263500.0,Appartement,82,,4
l_6462,93000.0,Appartement,32,,1
l_6463,107900.0,Appartement,32,,2
l_6464,181000.0,Appartement,42,,2
l_6465,92650.0,Appartement,21,,1
l_6466,297000.0,Maison,79,,5
l_6467,253000.0,Maison,78,,4
l_6468,187550.0,Appartement,75,,4
l_6469,204300.0,Appartement,62,,3
l_6470,89000.0,Appartement,26,,1
l_6471,186000.0,Appartement,18,,1
l_6472,385000.0,Appartement,86,,4
l_6473,138220.0,Maison,38,,2
l_6474,123148.0,Maison,38,,2
l_6475,130750.0,Appartement,32,,1
l_6476,178500.0,Appartement,43,,1
l_6477,132500.0,Appartement,62,,3
l_6478,340000.0,Maison,95,,6
l_6479,246000.0,Appartement,70,,3
l_6480,195500.0,Appartement,63,,3
l_6481,183000.0,Appartement,63,,3
l_6482,149500.0,Appartement,38,,1
l_6483,124300.0,Appartement,74,,4
l_6484,128000.0,Appartement,20,,1
l_6485,174700.0,Appartement,68,,4
l_6486,273750.0,Appartement,49,,2
l_6488,118000.0,Appartement,32,,2
l_6489,222850.0,Appartement,62,,3
l_6490,302500.0,Maison,69,,3
l_6491,72137.0,Appartement,77,,4
l_6492,406850.0,Appartement,70,,3
l_6493,123008.33,Appartement,50,,2
l_6494,238600.0,Appartement,53,,3
l_6495,387900.0,Maison,136,,7
l_6496,244500.0,Appartement,69,,3
l_6497,357800.0,Appartement,115,,3
l_6498,102600.0,Appartement,22,,1
l_6499,202048.0,Appartement,59,,3
l_6500,145800.0,Appartement,48,,2
l_6501,152500.0,Appartement,48,,2
l_6502,345900.0,Maison,94,,5
l_6503,159000.0,Appartement,72,,3
l_6504,245700.0,Appartement,67,,3
l_6505,454000.0,Appartement,88,,4
l_6506,322247.0,Appartement,43,,1
l_6507,313981.5,Appartement,56,,4
l_6508,292250.0,Appartement,70,,3
l_6509,356980.0,Maison,100,,4
l_6510,477000.0,Appartement,93,,4
l_6511,301640.0,Appartement,80,,4
l_6512,407000.0,Maison,120,,4
l_6513,199650.0,Appartement,75,,5
l_6514,203000.0,Appartement,75,,5
l_6515,67735.0,Appartement,33,,2
l_6516,131618.0,Appartement,68,,3
l_6517,91345.0,Appartement,38,,2
l_6518,155000.0,Appartement,45,,2
l_6519,232900.0,Appartement,74,,3
l_6520,463100.0,Appartement,114,,5
l_6521,246500.0,Appartement,39,,2
l_6522,112000.0,Appartement,28,,1
l_6523,100900.0,Appartement,25,,1
l_6524,288400.0,Maison,90,,4
l_6525,136500.0,Appartement,44,,2
l_6526,149430.0,Appartement,32,,1
l_6527,192065.0,Appartement,72,,4
l_6528,182000.0,Appartement,72,,4
l_6529,170000.0,Appartement,76,,4
l_6530,270000.0,Appartement,54,,2
l_6531,283412.0,Appartement,54,,3
l_6532,233450.0,Appartement,48,,2
l_6533,615500.0,Maison,158,,4
l_6534,153500.0,Appartement,57,,3
l_6535,500240.0,Appartement,117,,4
l_6536,73000.0,Appartement,18,,1
l_6537,193500.0,Appartement,42,,2
l_6538,177500.0,Appartement,49,,2
l_6539,164700.0,Appartement,66,,3
l_6540,369440.0,Appartement,99,,4
l_6541,243000.0,Maison,60,,3
l_6543,194000.0,Appartement,81,,5
l_6544,413350.0,Maison,111,,2
l_6545,197800.0,Appartement,43,,1
l_6546,88000.0,Appartement,22,,1
l_6547,132900.0,Appartement,24,,1
l_6548,138787.58,Appartement,24,,1
l_6549,200961.0,Appartement,26,,1
l_6550,349900.0,Maison,81,,4
l_6551,165000.0,Appartement,59,,3
l_6552,144000.0,Appartement,76,,4
l_6553,498000.0,Appartement,82,,3
l_6554,257795.0,Appartement,86,,4
l_6555,147000.0,Appartement,46,,2
l_6556,116280.0,Appartement,50,,3
l_6557,108800.0,Maison,22,,1
l_6558,104950.0,Appartement,21,,1
l_6559,168000.0,Appartement,43,,2
l_6560,245000.0,Appartement,70,,3
l_6561,241700.0,Appartement,45,,3
l_6562,168900.0,Appartement,64,,4
l_6563,202000.0,Appartement,50,,1
l_6564,200000.0,Appartement,67,,3
l_6565,145370.0,Appartement,21,,1
l_6566,74000.0,Appartement,33,,1
l_6567,215000.0,Appartement,65,,4
l_6568,294000.0,Maison,80,,4
l_6569,105000.0,Appartement,47,,2
l_6570,161250.0,Appartement,41,,2
l_6571,82000.0,Appartement,18,,1
l_6572,84000.0,Appartement,15,,1
l_6573,299600.0,Maison,84,,4
l_6574,345000.0,Maison,72,,4
l_6575,108881.12,Appartement,23,,1
l_6576,168000.0,Appartement,45,,2
l_6577,247000.0,Appartement,70,,3
l_6578,197550.0,Appartement,68,,3
l_6579,651650.0,Appartement,48,,3
l_6580,520000.0,Maison,70,,4
l_6581,48000.0,Appartement,14,,1
l_6582,100000.0,Appartement,44,,2
l_6583,114220.0,Appartement,30,,1
l_6584,119784.0,Appartement,38,,2
l_6585,104000.0,Appartement,24,,1
l_6586,111500.0,Appartement,35,,2
l_6587,130300.0,Appartement,32,,1
l_6588,305000.0,Appartement,65,,3
l_6589,164000.0,Appartement,41,,2
l_6590,225000.0,Appartement,63,,3
l_6592,147000.0,Appartement,44,,2
l_6593,197900.0,Appartement,88,,5
l_6594,273125.0,Appartement,23,,1
l_6595,155150.0,Appartement,32,,2
l_6596,238600.0,Maison,79,,4
l_6597,276900.0,Maison,71,,3
l_6598,219000.0,Appartement,58,,3
l_6599,217000.0,Appartement,72,,3
l_6600,342500.0,Maison,101,,5
l_6601,132000.0,Appartement,19,,1
l_6602,329000.0,Appartement,69,,4
l_6603,290000.0,Maison,92,,4
l_6604,111000.0,Appartement,24,,1
l_6605,550500.0,Maison,115,,4
l_6606,138342.0,Appartement,64,,4
l_6607,295810.0,Maison,50,,1
l_6608,355000.0,Maison,109,,4
l_6609,463970.0,Appartement,80,,1
l_6610,123300.0,Appartement,21,,1
l_6611,304000.0,Appartement,115,,5
l_6612,189700.0,Appartement,50,,2
l_6613,176000.0,Appartement,42,,2
l_6614,214530.0,Appartement,40,,2
l_6615,312800.0,Appartement,84,,3
l_6617,125000.0,Appartement,36,,1
l_6618,365750.0,Appartement,60,,1
l_6619,136022.0,Appartement,59,,2
l_6620,79689.0,Appartement,33,,2
l_6621,145575.0,Appartement,64,,2
l_6622,86903.0,Appartement,36,,2
l_6623,253700.0,Appartement,65,,3
l_6624,95000.0,Appartement,20,,1
l_6625,328571.0,Maison,108,,6
l_6626,317275.0,Maison,93,,5
l_6627,147500.0,Appartement,23,,1
l_6628,273100.0,Appartement,103,,6
l_6629,221552.0,Appartement,94,,5
l_6630,207000.0,Appartement,45,,2
l_6631,181000.0,Appartement,45,,2
l_6633,151500.0,Appartement,32,,2
l_6634,164000.0,Appartement,66,,4
l_6635,320000.0,Appartement,98,,4
l_6636,146000.0,Appartement,39,,2
l_6637,263700.0,Maison,70,,3
l_6638,132000.0,Appartement,64,,4
l_6639,444000.0,Appartement,80,,5
l_6640,139900.0,Appartement,41,,2
l_6641,157000.0,Appartement,75,,4
l_6642,140000.0,Appartement,46,,2
l_6643,236000.0,Appartement,51,,2
l_6644,64152.0,Appartement,30,,1
l_6645,256500.0,Appartement,69,,3
l_6646,563000.0,Appartement,80,,3
l_6647,474180.0,Appartement,123,,5
l_6648,194000.0,Appartement,50,,2
l_6649,90800.0,Appartement,23,,1
l_6650,104120.0,Appartement,27,,1
l_6651,117000.0,Appartement,27,,1
l_6652,91660.0,Appartement,21,,1
l_6653,135250.0,Appartement,28,,2
l_6654,447000.0,Appartement,85,,4
l_6655,282800.0,Appartement,60,,2
l_6656,297000.0,Appartement,93,,4
l_6657,212000.0,Appartement,41,,2
l_6659,315000.0,Appartement,82,,4
l_6660,138589.0,Appartement,48,,2
l_6661,272000.0,Appartement,78,,4
l_6662,162540.0,Appartement,47,,2
l_6663,195130.0,Appartement,62,,3
l_6664,148925.0,Appartement,42,,3
l_6665,247500.0,Appartement,78,,3
l_6666,225200.0,Appartement,71,,3
l_6667,132509.2,Appartement,64,,4
l_6668,270000.0,Maison,82,,4
l_6669,585000.0,Appartement,152,,5
l_6670,138000.0,Appartement,25,,1
l_6671,216350.0,Appartement,46,,2
l_6672,238300.0,Appartement,67,,3
l_6673,143000.0,Appartement,47,,2
l_6674,190075.0,Appartement,70,,4
l_6675,303585.0,Appartement,53,,2
l_6676,327500.0,Appartement,68,,3
l_6677,185000.0,Appartement,93,,4
l_6678,158100.0,Appartement,63,,3
l_6679,231000.0,Appartement,72,,3
l_6680,279000.0,Maison,71,,3
l_6681,204604.0,Appartement,84,,5
l_6682,249513.0,Appartement,89,,4
l_6683,117000.0,Appartement,46,,2
l_6684,210000.0,Appartement,82,,4
l_6685,124876.0,Appartement,45,,2
l_6686,253000.0,Appartement,66,,3
l_6687,152000.0,Appartement,84,,4
l_6688,192000.0,Appartement,72,,4
l_6689,283000.0,Appartement,56,,2
l_6690,241000.0,Appartement,64,,3
l_6691,200250.0,Appartement,43,,2
l_6693,242010.0,Appartement,39,,2
l_6694,183880.0,Appartement,50,,3
l_6695,205801.0,Appartement,51,,2
l_6696,293600.0,Appartement,64,,2
l_6697,586625.0,Appartement,119,,4
l_6698,107000.0,Appartement,29,,2
l_6699,336000.0,Appartement,65,,4
l_6700,57500.0,Appartement,51,,2
l_6701,183500.0,Appartement,70,,4
l_6702,170200.0,Appartement,73,,3
l_6703,301040.0,Appartement,112,,5
l_6704,144500.0,Appartement,28,,2
l_6705,243750.0,Appartement,63,,3
l_6707,156200.0,Appartement,28,,1
l_6708,182500.0,Appartement,88,,5
l_6709,394000.0,Appartement,97,,4
l_6710,389000.0,Appartement,68,,3
l_6711,139000.0,Appartement,45,,2
l_6712,180000.0,Appartement,80,,4
l_6713,170000.0,Appartement,70,,4
l_6714,286000.0,Maison,83,,4
l_6715,258550.0,Maison,68,,3
l_6716,229300.0,Appartement,14,,1
