IdAdresse,NumVoie,BTQ,CodeVoie,CodeCommune
a_10797,227.0,,49,232
a_10798,120.0,,710,232
a_10799,29.0,,3751,234
a_10800,2.0,,1170,75
a_10801,28.0,,565,75
a_10802,481.0,,570,232
a_10803,11.0,,3240,234
a_10804,8.0,,587,285
a_10805,239.0,,3751,234
a_10806,15.0,,5790,234
a_10807,15.0,,5820,234
a_10808,8.0,,5700,234
a_10809,13.0,,571,286
a_10810,36.0,,297,285
a_10811,153.0,,235,232
a_10812,1.0,B,3189,234
a_10813,2.0,,6866,234
a_10814,269.0,,570,232
a_10815,140.0,,840,232
a_10816,12.0,,2800,234
a_10817,320.0,,70,72
a_10818,21.0,,A150,284
a_10819,2.0,,4505,234
a_10820,11.0,,6670,234
a_10821,157.0,,120,282
a_10822,235.0,,3751,234
a_10823,8.0,,277,147
a_10824,1.0,,403,169
a_10825,520.0,,570,232
a_10826,12.0,,759,284
a_10827,36.0,,6045,234
a_10828,11.0,,6561,234
a_10829,21.0,,125,285
a_10830,8.0,,1170,75
a_10832,350.0,,440,308
a_10833,42.0,,950,234
a_10834,17.0,,510,234
a_10835,6.0,,5700,234
a_10836,13.0,B,680,285
a_10837,103.0,,3740,234
a_10838,110.0,,459,147
a_10839,69.0,,53,284
a_10840,56.0,B,760,298
a_10841,10.0,B,10,284
a_10842,9.0,,2332,234
a_10843,65.0,,582,232
a_10844,10.0,,3965,234
a_10845,16.0,,1335,75
a_10846,4.0,,980,234
a_10847,14.0,,1690,234
a_10848,24.0,,5790,234
a_10849,13.0,,75,147
a_10850,31.0,,53,284
a_10851,13.0,,287,284
a_10853,39.0,,6340,234
a_10854,24.0,T,4490,234
a_10855,3.0,,6860,234
a_10856,7.0,,680,285
a_10857,405.0,,570,232
a_10858,123.0,,350,285
a_10859,36.0,,920,284
a_10860,229.0,,49,232
a_10861,9.0,,4122,234
a_10862,1.0,,4055,234
a_10863,100.0,,679,232
a_10864,19.0,,3335,234
a_10865,2.0,,530,234
a_10866,19.0,,685,232
a_10867,142.0,,950,234
a_10868,16.0,,5070,234
a_10869,11.0,,5405,234
a_10870,72.0,,3497,234
a_10871,8.0,,4433,234
a_10872,27.0,,390,147
a_10873,125.0,,510,234
a_10874,1.0,,460,147
a_10875,71.0,,620,284
a_10876,90.0,,925,232
a_10877,2.0,,277,147
a_10878,17.0,,680,285
a_10880,13.0,,1821,234
a_10881,21.0,,65,232
a_10882,6.0,,349,302
a_10884,26.0,T,4490,234
a_10885,797.0,,330,302
a_10886,122.0,,459,147
a_10887,7.0,,767,284
a_10888,56.0,B,120,286
a_10889,25.0,,4240,234
a_10890,4.0,,622,286
a_10892,159.0,,3497,234
a_10893,41.0,,894,284
a_10894,180.0,,780,274
a_10895,20.0,,665,232
a_10896,2.0,,16,147
a_10897,3.0,,1205,234
a_10898,24.0,,880,234
a_10899,22.0,,250,285
a_10900,94.0,,925,232
a_10901,22.0,,3189,234
a_10902,27.0,,4491,234
a_10903,4.0,,560,234
a_10904,6.0,,6410,234
a_10905,14.0,,4850,234
a_10906,24.0,,1734,234
a_10907,6.0,,695,284
a_10908,5.0,,165,285
a_10909,95.0,,2000,234
a_10910,10.0,,4470,234
a_10911,3.0,,476,89
a_10912,42.0,,604,232
a_10913,41.0,T,60,286
a_10914,12.0,T,1260,75
a_10915,1939.0,,450,232
a_10917,121.0,,350,285
a_10920,11.0,,3450,234
a_10922,13.0,,605,232
a_10923,4.0,,60,46
a_10924,43.0,,120,232
a_10925,6.0,,970,234
a_10926,36.0,,320,147
a_10927,75.0,,949,234
a_10930,4.0,,200,234
a_10932,37.0,,6340,234
a_10933,86.0,,950,234
a_10934,10.0,,346,147
a_10936,60.0,,750,284
a_10937,41.0,,2650,234
a_10938,227.0,,600,284
a_10939,143.0,,190,284
a_10940,168.0,,190,284
a_10941,117.0,,492,234
a_10942,11.0,,105,285
a_10944,32.0,,4240,234
a_10945,2.0,,680,285
a_10946,18.0,B,2870,234
a_10947,384.0,,170,302
a_10949,44.0,,5070,234
a_10950,3.0,,1715,234
a_10951,254.0,,3751,234
a_10952,332.0,,570,232
a_10953,4.0,,5845,234
a_10954,64.0,,6045,234
a_10955,302.0,,325,232
a_10956,13.0,,560,286
a_10957,94.0,,1140,234
a_10958,18.0,,360,234
a_10959,65.0,,161,302
a_10961,39.0,,180,75
a_10962,65.0,,492,234
a_10964,203.0,,492,234
a_10967,322.0,,220,147
a_10968,337.0,,570,232
a_10969,2.0,,6160,234
a_10970,10.0,,4540,234
a_10971,31.0,,2826,234
a_10972,1.0,,6080,234
a_10973,180.0,,710,232
a_10974,22.0,,6900,234
a_10975,41.0,,2948,234
a_10976,15.0,,2190,234
a_10977,97.0,,170,284
a_10979,11.0,,5845,234
a_10980,4.0,,680,75
a_10981,56.0,,1040,234
a_10982,380.0,,380,302
a_10983,23.0,,5790,234
a_10984,45.0,,120,286
a_10985,417.0,,570,232
a_10986,16.0,,3550,234
a_10988,8.0,,805,284
a_10990,21.0,,139,234
a_10992,5.0,,397,302
a_10993,10.0,,1265,234
a_10995,20.0,,1900,234
a_10997,475.0,,492,234
a_10998,11.0,,3930,234
a_10999,1.0,,569,89
a_11000,10.0,,5700,234
a_11001,20.0,,300,234
a_11002,1.0,,6240,234
a_11003,2.0,,4433,234
a_11004,8.0,,3965,234
a_11005,1.0,,2910,234
a_11006,26.0,,5440,234
a_11007,30.0,,193,232
a_11008,11.0,,200,286
a_11009,14.0,,200,28
a_11010,200.0,,9,6
a_11011,2.0,,1060,146
a_11012,2.0,,80,224
a_11013,23.0,,300,179
a_11014,2.0,T,245,146
a_11015,1.0,,320,224
a_11016,13.0,,754,224
a_11017,12.0,,400,28
a_11019,1.0,,1940,82
a_11020,17.0,,580,82
a_11021,1.0,T,900,173
a_11022,60.0,,440,300
a_11025,51.0,,660,146
a_11026,52.0,,880,173
a_11028,1.0,,1200,203
a_11029,25.0,,400,179
a_11030,6.0,,1288,82
a_11031,50.0,,900,82
a_11032,1.0,,80,203
a_11033,16.0,,460,28
a_11034,1.0,A,460,173
a_11035,14.0,,1380,82
a_11036,8.0,,920,173
a_11037,8.0,,930,28
a_11038,2.0,,180,248
a_11039,24.0,,660,82
a_11041,31.0,,120,173
a_11044,4.0,,1470,208
a_11045,1.0,,950,68
a_11046,9.0,,360,208
a_11047,1.0,B,600,68
a_11048,16.0,,210,208
a_11049,33.0,,1720,208
a_11050,4.0,,1015,68
a_11051,30.0,,1050,208
a_11052,7.0,,260,208
a_11053,13.0,,820,208
a_11054,1.0,,B011,281
a_11055,21.0,,740,68
a_11056,420.0,,700,4
a_11057,19.0,,430,208
a_11058,40.0,,740,208
a_11059,45.0,,900,61
a_11060,12.0,,1213,4
a_11061,4.0,,1534,208
a_11062,433.0,,1150,4
a_11063,37.0,,1020,208
a_11064,4.0,T,480,258
a_11065,7.0,,659,191
a_11066,7.0,,800,191
a_11067,5.0,B,978,252
a_11068,11.0,,440,191
a_11069,7.0,,820,30
a_11071,3.0,,900,191
a_11072,34.0,,449,252
a_11073,4.0,,190,252
a_11074,15.0,,580,191
a_11075,16.0,,1265,155
a_11076,1.0,,950,155
a_11077,21.0,,1100,315
a_11078,20.0,,650,155
a_11079,1.0,,1265,155
a_11080,7.0,,600,315
a_11081,54.0,,25,315
a_11082,2.0,B,1184,155
a_11083,11.0,,620,53
a_11084,19.0,,240,155
a_11085,335.0,,3112,42
a_11086,5010.0,,65,201
a_11087,44.0,,3370,1
a_11088,4.0,,910,1
a_11089,9002.0,,842,1
a_11090,19.0,,150,145
a_11091,28.0,B,810,1
a_11092,9002.0,,1300,1
a_11095,5004.0,,B030,128
a_11096,28.0,,1180,1
a_11097,5001.0,,B092,52
a_11098,1026.0,,3884,1
a_11099,69.0,,2340,1
a_11100,21.0,,1150,1
a_11101,1.0,,1840,1
a_11102,7.0,,B001,128
a_11103,10.0,,1890,1
a_11104,5015.0,,65,201
a_11105,6.0,,3635,1
a_11106,9006.0,,2585,1
a_11108,16.0,,95,1
a_11109,9004.0,,3684,1
a_11110,61.0,,741,201
a_11111,148.0,,620,1
a_11112,559.0,B,2270,1
a_11113,90.0,,2690,1
a_11114,9005.0,,3684,1
a_11115,9001.0,,842,1
a_11116,17.0,,20,1
a_11117,1.0,B,89,31
a_11118,148.0,,645,201
a_11119,374.0,,6,69
a_11120,23.0,,3585,1
a_11121,4.0,,1290,1
a_11122,103.0,,1950,1
a_11123,5001.0,,B006,145
a_11124,37.0,,B001,128
a_11125,71.0,,20,195
a_11126,5000.0,,225,4
a_11128,5001.0,,3417,1
a_11129,9007.0,,92,52
a_11130,62.0,,305,201
a_11131,2.0,B,2370,1
a_11132,15.0,,3300,1
a_11133,32.0,,900,1
a_11134,4.0,,3600,1
a_11135,1.0,,3810,1
a_11136,13.0,,1402,157
a_11137,68.0,T,430,310
a_11138,67.0,,1230,310
a_11139,7.0,,349,157
a_11140,42.0,,573,157
a_11141,4.0,,1022,310
a_11142,57.0,,1380,157
a_11143,1.0,,1323,157
a_11144,123.0,,1313,157
a_11145,51.0,B,690,157
a_11146,9.0,,830,157
a_11147,27.0,,445,157
a_11148,9001.0,,2926,323
a_11149,1.0,,121,324
a_11150,9004.0,,940,106
a_11151,63.0,,2617,323
a_11152,1559.0,,B178,175
a_11154,5401.0,,B080,55
a_11155,28.0,,3340,323
a_11160,36.0,,560,323
a_11161,59.0,,2315,323
a_11162,27.0,,2400,323
a_11163,3.0,,2980,323
a_11164,9002.0,,2926,323
a_11165,36.0,,1750,323
a_11168,29.0,,1440,323
a_11169,37.0,,5610,323
a_11170,8.0,B,24,323
a_11171,50.0,,2690,323
a_11172,28.0,,4385,323
a_11173,13.0,,2180,323
a_11174,7.0,,885,95
a_11175,83.0,,380,80
a_11176,1.0,,82,96
a_11177,23.0,,992,95
a_11178,2.0,B,710,92
a_11179,5051.0,,50,27
a_11180,8.0,,819,92
a_11181,1.0,,56,95
a_11182,3.0,,745,92
a_11183,2.0,,560,92
a_11184,5.0,,1240,95
a_11185,11.0,,552,95
a_11187,13.0,,1120,95
a_11188,55.0,,22,198
a_11189,3.0,,710,92
a_11190,7.0,,750,92
a_11193,12.0,,380,80
a_11194,19.0,,1025,95
a_11195,5335.0,,B485,9
a_11196,99.0,,5050,7
a_11197,63.0,,6450,7
a_11198,11.0,,4950,7
a_11199,15.0,,135,246
a_11200,19.0,,410,7
a_11201,49.0,,280,7
a_11202,7.0,,58,347
a_11203,12.0,,181,267
a_11204,3.0,,140,223
a_11205,77.0,B,6382,7
a_11206,88.0,,4650,7
a_11207,10.0,,3360,7
a_11208,65.0,,8070,7
a_11209,14.0,,5665,7
a_11210,44.0,,771,353
a_11211,6.0,,2921,7
a_11212,67.0,,4170,7
a_11213,8.0,,A130,7
a_11214,34.0,B,3820,7
a_11215,2.0,,2150,7
a_11216,53.0,,1010,7
a_11217,3.0,,1522,7
a_11218,66.0,,4315,7
a_11220,75.0,,6450,7
a_11221,3.0,,6195,7
a_11222,2.0,,121,278
a_11223,68.0,,2660,7
a_11224,1.0,,37,246
a_11225,4.0,T,81,278
a_11226,19.0,,6930,7
a_11227,23.0,,5295,7
a_11228,22.0,,146,90
a_11229,39.0,,5880,7
a_11230,51.0,,280,7
a_11231,1.0,,157,223
a_11232,71.0,,353,267
a_11233,59.0,,5235,7
a_11234,8.0,,159,278
a_11235,14.0,,2883,7
a_11236,2.0,,118,347
a_11237,12.0,,38,246
a_11238,90.0,,7400,7
a_11239,25.0,,6150,7
a_11240,7.0,,5420,7
a_11241,6.0,,253,7
a_11242,17.0,,2250,7
a_11243,3.0,,A130,7
a_11244,91.0,,91,223
a_11245,21.0,,5840,7
a_11246,32.0,,127,246
a_11247,44.0,,5510,7
a_11248,15.0,,69,323
a_11249,23.0,,5840,7
a_11250,72.0,,2920,7
a_11251,2.0,,7430,7
a_11252,200.0,,5938,7
a_11253,26.0,,7290,7
a_11254,12.0,,183,323
a_11255,239.0,,320,246
a_11256,3.0,,2000,7
a_11257,139.0,,1480,7
a_11258,29.0,,480,7
a_11259,10.0,,5880,7
a_11260,61.0,,7320,7
a_11261,1.0,,6790,7
a_11262,77.0,T,6382,7
a_11263,31.0,,540,7
a_11264,10.0,,3820,7
a_11265,4.0,B,7310,7
a_11266,1.0,,58,347
a_11267,14.0,,7180,7
a_11269,12.0,,1019,323
a_11270,18.0,,5070,7
a_11271,47.0,,280,7
a_11272,60.0,,4380,7
a_11273,41.0,,205,7
a_11274,4.0,,4770,7
a_11275,7.0,,2400,7
a_11276,11.0,,6120,7
a_11277,14.0,,1323,7
a_11278,15.0,,7850,7
a_11279,25.0,,3240,7
a_11280,8.0,,1010,7
a_11281,16.0,,5028,7
a_11282,25.0,,2320,7
a_11283,89.0,B,91,223
a_11284,20.0,,7180,7
a_11285,17.0,,229,377
a_11286,31.0,,A475,7
a_11287,8.0,B,1970,7
a_11288,209.0,,7270,7
a_11289,73.0,,6450,7
a_11290,12.0,,2883,7
a_11291,32.0,,46,353
a_11293,15.0,,3872,7
a_11296,1.0,B,4970,7
a_11297,20.0,H,2620,7
a_11299,50.0,,7320,7
a_11300,3.0,,455,267
a_11302,53.0,,2620,7
a_11303,14.0,,220,50
a_11304,48.0,,7330,7
a_11305,23.0,,6643,7
a_11306,10.0,,880,7
a_11307,4.0,,7590,7
a_11308,66.0,,2950,7
a_11309,21.0,,7260,7
a_11310,16.0,,3390,7
a_11311,2.0,,615,15
a_11312,30.0,,4050,7
a_11313,18.0,,3500,7
a_11314,119.0,,958,15
a_11315,31.0,,580,7
a_11316,12.0,,824,15
a_11317,13.0,,580,7
a_11318,101.0,,958,15
a_11319,2.0,,4840,7
a_11320,13.0,B,7260,7
a_11321,8.0,,6642,7
a_11322,11.0,,7910,7
a_11324,4.0,,34,283
a_11325,5.0,B,5630,7
a_11326,61.0,,6158,7
a_11327,6.0,,626,15
a_11328,26.0,,140,35
a_11329,88.0,,3500,7
a_11330,34.0,,1750,7
a_11331,3.0,,5550,7
a_11332,15.0,,150,35
a_11333,22.0,,480,15
a_11334,12.0,,5850,7
a_11335,4.0,,7710,7
a_11336,18.0,,3883,7
a_11337,39.0,,3775,7
a_11338,60.0,,5630,7
a_11340,15.0,,A018,214
a_11341,25.0,,3938,7
a_11342,52.0,,7330,7
a_11343,3.0,,140,50
a_11344,6.0,,395,15
a_11345,24.0,,195,214
a_11346,117.0,,958,15
a_11347,65.0,,3775,7
a_11348,42.0,,1390,7
a_11349,31.0,,958,15
a_11350,60.0,,7330,7
a_11351,17.0,B,1750,7
a_11352,24.0,,610,15
a_11353,41.0,,5630,7
a_11354,14.0,,4310,7
a_11355,54.0,,8107,7
a_11356,8.0,,7260,7
a_11357,34.0,,1827,7
a_11358,33.0,,6810,7
a_11359,16.0,,7190,7
a_11360,9001.0,,B290,15
a_11361,28.0,,2220,7
a_11362,41.0,,7190,7
a_11363,11.0,,3660,7
a_11364,10.0,B,1110,15
a_11365,8.0,,3390,7
a_11366,6.0,,2380,7
a_11367,27.0,,3775,7
a_11368,47.0,,16,15
a_11369,1.0,,780,7
a_11370,9.0,,3931,99
a_11371,1.0,,A080,99
a_11372,6.0,,2467,99
a_11373,247.0,,940,92
a_11374,16.0,B,2110,99
a_11375,3.0,,4305,99
a_11376,11.0,,1500,99
a_11377,117.0,,4630,99
a_11378,25.0,,180,355
a_11379,5.0,,3435,23
a_11380,24.0,,3110,99
a_11381,39.0,,1516,99
a_11382,6.0,,3252,99
a_11383,6.0,,1764,92
a_11384,29.0,,977,23
a_11385,40.0,,4764,99
a_11386,9.0,,3968,99
a_11387,17.0,,9,99
a_11388,88.0,,1130,23
a_11389,7.0,,3931,99
a_11390,2.0,,4054,99
a_11391,1.0,,220,343
a_11392,32.0,,2320,99
a_11393,44.0,,1665,99
a_11394,13.0,,3607,99
a_11395,28.0,,4730,99
a_11396,92.0,,3660,99
a_11397,3.0,,2739,99
a_11398,13.0,,2840,99
a_11399,53.0,,2570,99
a_11400,9.0,,6,99
a_11401,4.0,,2375,328
a_11402,23.0,,240,328
a_11403,16.0,,2330,328
a_11404,167.0,,1985,328
a_11405,16.0,,2440,328
a_11406,14.0,,371,328
a_11407,5.0,,860,328
a_11408,20.0,,410,328
a_11409,11.0,,2090,328
a_11410,36.0,B,770,328
a_11411,46.0,,326,328
a_11412,67.0,,1630,328
a_11413,24.0,,650,140
a_11414,14.0,,1140,328
a_11415,103.0,,1985,328
a_11416,71.0,,2281,328
a_11417,43.0,,190,328
a_11419,25.0,,35,194
a_11420,2.0,,236,331
a_11421,20.0,,432,331
a_11422,4.0,,1015,331
a_11423,6.0,,620,331
a_11424,6.0,B,620,331
a_11425,9.0,,480,331
a_11426,1.0,,315,331
a_11427,9011.0,,A045,2
a_11428,95.0,,561,2
a_11429,213.0,,2635,502
a_11430,82.0,,1782,502
a_11431,52.0,,2900,502
a_11432,74.0,,150,2
a_11433,11.0,,15,356
a_11434,2.0,,2530,502
a_11435,5.0,,2590,502
a_11436,5.0,,2020,502
a_11437,99.0,,2630,502
a_11438,211.0,,1782,502
a_11439,23.0,,1605,502
a_11440,11.0,,420,99
a_11441,51.0,,142,502
a_11442,32.0,,1330,502
a_11443,4.0,,1350,502
a_11444,47.0,,1800,502
a_11445,50.0,,2900,502
a_11446,17.0,,2612,502
a_11447,43.0,,320,218
a_11448,11.0,,740,218
a_11449,2.0,,110,25
a_11451,8.0,,390,218
a_11452,9002.0,,A057,218
a_11453,21.0,,50,391
a_11454,20.0,,320,218
a_11455,33.0,,1230,218
a_11456,112.0,,330,218
a_11457,26.0,,260,165
a_11458,161.0,,711,218
a_11459,32.0,,A061,218
a_11460,43.0,,330,218
a_11461,11.0,,390,218
a_11462,23.0,,740,218
a_11463,13.0,,270,218
a_11465,10.0,,181,484
a_11466,5.0,,1260,165
a_11467,64.0,,260,165
a_11468,27.0,,330,25
a_11469,4.0,,835,218
a_11470,42.0,,835,218
a_11471,5.0,,293,25
a_11472,18.0,,A061,218
a_11473,9.0,,530,218
a_11474,145.0,,260,165
a_11475,4.0,,240,74
a_11477,2.0,,330,25
a_11478,10.0,,160,218
a_11479,8.0,B,330,218
a_11480,8.0,,1170,218
a_11481,4.0,,220,484
a_11482,15.0,,720,218
a_11483,4.0,,640,218
a_11484,22.0,,720,218
a_11485,16.0,,1440,66
a_11486,12.0,,1290,218
a_11488,31.0,,260,165
a_11489,17.0,A,370,410
a_11490,7.0,,1932,66
a_11491,17.0,,320,218
a_11492,4.0,,1130,129
a_11493,3.0,,2869,129
a_11494,3.0,,1396,129
a_11495,1.0,,2868,129
a_11497,14.0,,450,129
a_11498,28.0,A,3173,129
a_11499,20.0,,1460,129
a_11501,2.0,,10,129
a_11502,28.0,E,3173,129
a_11503,25.0,,30,129
a_11504,43.0,,2307,129
a_11505,6.0,,1302,129
a_11506,53.0,,1595,129
a_11507,2.0,,1980,129
a_11508,37.0,,1020,129
a_11509,28.0,F,3173,129
a_11510,5.0,,620,129
a_11511,1.0,,2419,129
a_11512,3.0,,430,129
a_11513,57.0,,2658,129
a_11514,22.0,,200,129
a_11515,1.0,,A570,129
a_11516,38.0,,2672,129
a_11518,72.0,,1640,147
a_11520,45.0,B,96,481
a_11521,43.0,,150,197
a_11522,5.0,,1870,147
a_11523,43.0,,190,215
a_11525,14.0,,2085,3
a_11526,3.0,,320,147
a_11527,2.0,,A002,403
a_11528,6.0,,1359,147
a_11529,18.0,,480,394
a_11530,57.0,,A002,403
a_11531,2.0,,338,267
a_11533,79.0,,A002,403
a_11534,58.0,,1380,147
a_11535,11.0,,30,147
a_11536,6.0,B,1537,147
a_11537,2.0,,1130,147
a_11538,31.0,B,430,147
a_11539,21.0,,139,236
a_11540,33.0,,5800,31
a_11541,21.0,,6710,31
a_11542,13.0,,1020,562
a_11543,19.0,,6640,31
a_11546,6109.0,,B400,31
a_11547,6236.0,,B400,31
a_11548,3.0,,B094,33
a_11549,31.0,,5800,31
a_11551,6110.0,,B400,31
a_11552,9002.0,,A048,615
a_11553,2.0,,730,615
a_11554,57.0,,B199,412
a_11555,66.0,,1815,108
a_11556,2.0,,180,108
a_11557,16.0,T,380,108
a_11558,22.0,A,1390,108
a_11559,30.0,,1370,108
a_11560,29.0,,1993,108
a_11561,44.0,,2660,108
a_11562,1.0,,322,108
a_11563,81.0,,1760,108
a_11564,43.0,,1200,108
a_11565,23.0,,1770,108
a_11566,39.0,,210,108
a_11567,31.0,,1205,108
a_11568,5.0,,2359,108
a_11569,22.0,,230,506
a_11570,3.0,,3610,108
a_11572,94.0,,1990,108
a_11573,4.0,,490,108
a_11574,97.0,,2200,108
a_11575,28.0,,2800,108
a_11576,22.0,,1240,108
a_11577,9.0,,1361,108
a_11578,16.0,,2090,108
a_11580,4.0,,580,108
a_11581,5.0,B,3610,108
a_11582,66.0,,1205,108
a_11583,6.0,,1185,108
a_11584,25.0,,3000,108
a_11586,2.0,B,2200,108
a_11587,7.0,,20,108
a_11588,15.0,,2610,108
a_11589,19.0,,610,108
a_11590,17.0,,430,108
a_11592,5.0,,1440,108
a_11593,11.0,,430,108
a_11594,7.0,,1340,108
a_11595,69.0,,1640,108
a_11597,1.0,,560,108
a_11598,2.0,,2735,108
a_11599,1.0,,850,108
a_11601,11.0,B,470,108
a_11602,21.0,,2541,108
a_11603,84.0,,2570,108
a_11604,85.0,,2200,108
a_11605,86.0,,3350,108
a_11606,2.0,B,1770,108
a_11608,41.0,,2180,108
a_11609,45.0,,1920,108
a_11610,27.0,,1370,108
a_11612,1.0,,3610,108
a_11613,48.0,,1770,108
a_11614,24.0,,230,506
a_11615,12.0,,1670,108
a_11616,65.0,,1640,108
a_11617,5010.0,,647,507
a_11618,48.0,,70,65
a_11619,13.0,,1610,649
a_11620,3.0,,410,649
a_11622,26.0,,110,649
a_11623,53.0,,280,649
a_11624,140.0,,20,262
a_11625,1.0,,300,230
a_11626,35.0,,320,230
a_11627,6.0,,665,230
a_11628,23.0,,320,230
a_11629,7.0,,760,230
a_11630,1.0,T,205,217
a_11631,3.0,,340,230
a_11632,20.0,,120,230
a_11633,29.0,,2000,230
a_11635,10.0,,1920,230
a_11636,48.0,,1490,230
a_11637,1.0,B,1100,230
a_11639,12.0,,1760,230
a_11640,18.0,,1515,230
a_11641,14.0,,884,230
a_11642,36.0,,2190,230
a_11643,92.0,,1120,230
a_11644,4.0,,740,230
a_11645,18.0,,1242,230
a_11646,64.0,,1230,230
a_11647,4.0,,1460,230
a_11648,49.0,,1130,230
a_11649,25.0,,2000,230
a_11650,12.0,,103,643
a_11652,85.0,,1130,230
a_11653,12.0,,1010,230
a_11654,54.0,,2042,230
a_11655,50.0,,320,230
a_11656,17.0,,160,230
a_11657,11.0,,840,230
a_11658,206.0,,300,196
a_11659,2.0,,1160,230
a_11660,47.0,,1750,230
a_11661,1.0,,1975,230
a_11662,12.0,,2120,230
a_11663,65.0,,590,29
a_11665,19.0,,260,346
a_11666,7.0,,1440,454
a_11667,43.0,,1830,454
a_11668,33.0,,4560,454
a_11669,13.0,,80,573
a_11670,8.0,,846,454
a_11671,10.0,,194,210
a_11672,7.0,,1240,573
a_11673,27.0,,9040,454
a_11674,20.0,,1030,30
a_11675,1.0,,1435,454
a_11676,10.0,,5270,454
a_11677,36.0,B,4080,454
a_11678,8.0,,4900,454
a_11679,1.0,D,4010,454
a_11680,23.0,,9020,454
a_11681,7.0,C,7150,454
a_11682,2.0,,4360,454
a_11683,39.0,,3590,454
a_11684,6.0,,2192,454
a_11685,51.0,,7550,454
a_11686,14.0,,541,172
a_11687,8.0,,3110,454
a_11688,7.0,,160,474
a_11689,9.0,,660,573
a_11690,30.0,,20,30
a_11691,116.0,,7160,454
a_11692,18.0,,5920,454
a_11693,2.0,,2003,454
a_11694,2.0,,45,152
a_11695,15.0,,38,536
a_11696,2.0,,1230,55
a_11697,1.0,,7295,454
a_11698,149.0,,5300,454
a_11699,7.0,,416,58
a_11700,7.0,B,680,250
a_11701,9.0,B,1056,454
a_11702,25.0,,3590,454
a_11703,25.0,,3180,454
a_11704,25.0,,5460,454
a_11705,15.0,,1510,454
a_11706,16.0,,8718,454
a_11707,158.0,,4900,454
a_11708,9.0,,290,662
a_11709,17.0,,3280,454
a_11710,35.0,B,2070,454
a_11711,11.0,,1530,454
a_11712,6.0,,375,474
a_11713,21.0,B,4455,454
a_11714,21.0,,550,454
a_11715,1.0,,8224,454
a_11716,160.0,,600,454
a_11717,11.0,,1510,454
a_11718,15.0,,5700,454
a_11719,21.0,,1590,454
a_11720,30.0,,1020,573
a_11721,23.0,B,6750,454
a_11722,12.0,,6485,454
a_11724,42.0,,6230,454
a_11725,74.0,,6230,454
a_11726,63.0,,1590,454
a_11727,4.0,,1230,55
a_11728,1.0,,8870,454
a_11729,13.0,,580,573
a_11730,2.0,,8900,454
a_11731,51.0,M,4550,454
a_11732,3.0,,6540,454
a_11733,44.0,,1670,454
a_11734,12.0,,6772,454
a_11735,35.0,,100,573
a_11736,78.0,,5460,454
a_11737,139.0,,1590,454
a_11738,121.0,,1590,454
a_11739,87.0,,6230,454
a_11740,,,15,663
a_11741,34.0,,60,662
a_11742,42.0,B,1120,573
a_11743,12.0,B,6260,454
a_11744,6.0,,788,454
a_11745,21.0,,8640,454
a_11746,16.0,,2192,454
a_11747,7.0,,5894,454
a_11748,19.0,,3320,454
a_11749,33.0,,5270,454
a_11750,31.0,,3000,454
a_11751,16.0,,6830,454
a_11752,15.0,,5090,454
a_11753,9.0,,3090,454
a_11754,42.0,,7790,454
a_11755,2.0,,3045,454
a_11756,48.0,,4560,454
a_11757,14.0,,2830,454
a_11758,1.0,,3000,454
a_11759,13.0,,6790,454
a_11761,4.0,,630,454
a_11762,49.0,,8500,454
a_11763,2.0,,8605,454
a_11764,12.0,,3680,454
a_11765,3.0,,3870,454
a_11766,1.0,,36,28
a_11767,93.0,D,3850,454
a_11768,5.0,C,4056,454
a_11769,71.0,,3950,454
a_11770,8.0,,6730,454
a_11771,29.0,B,2790,454
a_11772,40.0,,3570,454
a_11773,3.0,,2003,454
a_11774,65.0,,1590,454
a_11775,145.0,,2560,454
a_11776,25.0,,8500,454
a_11777,3.0,,5785,454
a_11778,40.0,,100,454
a_11779,31.0,,3150,454
a_11780,1.0,,500,55
a_11781,3.0,,4620,454
a_11782,66.0,,9040,454
a_11783,7.0,,2287,454
a_11784,117.0,,4900,454
a_11785,3.0,B,6740,454
a_11787,29.0,,7100,454
a_11788,57.0,,2630,454
a_11789,1.0,,2830,454
a_11790,20.0,,6485,454
a_11791,84.0,,5300,454
a_11792,4.0,,1550,454
a_11793,3.0,,592,662
a_11794,1.0,,4610,454
a_11795,33.0,,80,55
a_11796,26.0,,8480,454
a_11797,60.0,,3040,454
a_11798,11.0,B,1120,573
a_11799,5.0,,5300,454
a_11800,45.0,,4100,454
a_11801,33.0,,7610,454
a_11802,13.0,,2760,454
a_11803,40.0,,1063,250
a_11804,86.0,,7010,454
a_11805,32.0,,4070,454
a_11806,53.0,,3500,454
a_11808,116.0,,9040,454
a_11809,24.0,,4620,454
a_11810,3.0,,480,573
a_11811,39.0,,4455,454
a_11812,1.0,,8290,454
a_11813,51.0,G,4550,454
a_11814,30.0,,2740,454
a_11815,27.0,,6125,454
a_11817,40.0,,1830,454
a_11818,3.0,,660,573
a_11819,6.0,,950,454
a_11820,2.0,,3270,454
a_11821,4.0,,8480,454
a_11822,103.0,,1360,454
a_11824,54.0,,740,454
a_11825,1.0,,2170,454
a_11826,32.0,,6920,454
a_11827,21.0,,539,573
a_11828,71.0,,8820,454
a_11829,31.0,,6850,454
a_11831,15.0,,1725,454
a_11832,59.0,,3000,454
a_11833,17.0,,2760,454
a_11834,15.0,,2760,454
a_11835,1.0,,480,172
a_11836,2.0,,5750,454
a_11837,27.0,,3360,454
